グレード名 (掲載台数),支払総額,新車価格,排気量,定員,駆動,変速,燃費,Web Address,model,モデル名,年,グレード名,CarMaker
90D (1),438.0万円,1210.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33101/Generation=41771/UCGrade=35684/,"モデルX 2016年モデル
                                        (44)",モデルX,2016年モデル,90D,テスラ
100D (10),378〜610万円,1278.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33101/Generation=41771/UCGrade=36674/,"モデルX 2016年モデル
                                        (44)",モデルX,2016年モデル,100D,テスラ
P100D (5),498〜699万円,1780.0,−,5,4WD,-,−,https://kakaku.com/kuruma/used/spec/Maker=68/Model=33101/Generation=41771/UCGrade=35685/,"モデルX 2016年モデル
                                        (44)",モデルX,2016年モデル,P100D,テスラ
GX (4),788〜1629万円,525.0,3444cc,5,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56097/,"ランドクルーザー 2021年モデル
                                        (384)",ランドクルーザー,2021年モデル,GX,トヨタ
GR SPORT (40),844〜1299万円,783.0,3444cc,7,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56096/,"ランドクルーザー 2021年モデル
                                        (384)",ランドクルーザー,2021年モデル,GR SPORT,トヨタ
GR SPORT (ディーゼル) (26),925〜1289万円,813.0,3345cc,5,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56100/,"ランドクルーザー 2021年モデル
                                        (384)",ランドクルーザー,2021年モデル,GR SPORT (ディーゼル),トヨタ
AX (3),785〜877万円,563.0,3444cc,7,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56095/,"ランドクルーザー 2021年モデル
                                        (384)",ランドクルーザー,2021年モデル,AX,トヨタ
VX (1),1022万円,643.0,3444cc,7,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56098/,"ランドクルーザー 2021年モデル
                                        (384)",ランドクルーザー,2021年モデル,VX,トヨタ
ZX (236),904〜2000万円,743.0,3444cc,7,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56099/,"ランドクルーザー 2021年モデル
                                        (384)",ランドクルーザー,2021年モデル,ZX,トヨタ
ZX (ディーゼル) (55),956〜1600万円,773.0,3345cc,5,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=42458/UCGrade=56101/,"ランドクルーザー 2021年モデル
                                        (384)",ランドクルーザー,2021年モデル,ZX (ディーゼル),トヨタ
GX (8),336〜710万円,482.0,4608cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11995/,"ランドクルーザー 2007年モデル
                                        (228)",ランドクルーザー,2007年モデル,GX,トヨタ
AX (38),230〜751万円,524.0,4608cc,8,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11990/,"ランドクルーザー 2007年モデル
                                        (228)",ランドクルーザー,2007年モデル,AX,トヨタ
AX G 60th ブラックレザー セレクション (6),309〜418万円,542.0,4608cc,8,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11994/,"ランドクルーザー 2007年モデル
                                        (228)",ランドクルーザー,2007年モデル,AX G 60th ブラックレザー セレクション,トヨタ
AX Gセレクション (44),258〜605万円,597.0,4608cc,8,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11991/,"ランドクルーザー 2007年モデル
                                        (228)",ランドクルーザー,2007年モデル,AX Gセレクション,トヨタ
ZX Bruno Cross (1),493.8万円,684.0,4608cc,8,4WD,6AT,6km/L,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=29939/,"ランドクルーザー 2007年モデル
                                        (228)",ランドクルーザー,2007年モデル,ZX Bruno Cross,トヨタ
ZX 60th ブラックレザー セレクション (3),311〜398万円,692.0,4608cc,8,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11993/,"ランドクルーザー 2007年モデル
                                        (228)",ランドクルーザー,2007年モデル,ZX 60th ブラックレザー セレクション,トヨタ
ZX (84),319〜1304万円,697.0,4608cc,8,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=11992/,"ランドクルーザー 2007年モデル
                                        (228)",ランドクルーザー,2007年モデル,ZX,トヨタ
ZX G-FRONTIER (3),668〜789万円,723.0,4608cc,8,4WD,6AT,6km/L,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30188/Generation=40104/UCGrade=35470/,"ランドクルーザー 2007年モデル
                                        (228)",ランドクルーザー,2007年モデル,ZX G-FRONTIER,トヨタ
2.7 TX (5人乗り) (139),211〜595万円,367.0,2693cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=11468/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.7 TX (5人乗り),トヨタ
2.7 TX (7人乗り) (128),199〜563万円,383.0,2693cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=11469/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.7 TX (7人乗り),トヨタ
2.7 TX Lパッケージ G-FRONTIER (7),333〜364万円,403.0,2693cc,7,4WD,6AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=35468/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ G-FRONTIER,トヨタ
2.7 TX Lパッケージ (5人乗り) (140),234〜595万円,417.0,2693cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=27865/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ (5人乗り),トヨタ
2.7 TX Lパッケージ Black Edition (5人乗り) (28),419〜533万円,426.0,2693cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=52412/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ Black Edition (5人乗り),トヨタ
2.7 TX Lパッケージ 70th ANNIVERSARY LIMITED (5人乗り) (19),438〜585万円,429.0,2693cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=55673/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ 70th ANNIVERSARY LIMITED (5人乗り),トヨタ
2.7 TX Lパッケージ Matt Black Edition (5人乗り) (74),424〜645万円,430.0,2693cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=60016/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ Matt Black Edition (5人乗り),トヨタ
2.8 TX (5人乗り) (84),268〜597万円,433.0,2754cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=32341/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TX (5人乗り),トヨタ
2.7 TX Lパッケージ (7人乗り) (277),239〜678万円,433.0,2693cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=11470/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ (7人乗り),トヨタ
2.7 TX Lパッケージ Black Edition (7人乗り) (24),418〜591万円,441.0,2693cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=52413/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ Black Edition (7人乗り),トヨタ
2.7 TX Lパッケージ 70th ANNIVERSARY LIMITED (7人乗り) (40),430〜632万円,444.0,2693cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=55671/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ 70th ANNIVERSARY LIMITED (7人乗り),トヨタ
2.7 TX Lパッケージ Matt Black Edition (7人乗り) (287),460〜618万円,445.0,2693cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=60014/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.7 TX Lパッケージ Matt Black Edition (7人乗り),トヨタ
2.8 TX (7人乗り) (29),366〜660万円,448.0,2754cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=43244/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TX (7人乗り),トヨタ
2.8 TX Lパッケージ G-FRONTIER (8),348〜444万円,477.0,2754cc,7,4WD,6AT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=35469/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TX Lパッケージ G-FRONTIER,トヨタ
2.8 TX Lパッケージ (5人乗り) (33),353〜604万円,483.0,2754cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=43243/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TX Lパッケージ (5人乗り),トヨタ
2.8 TX Lパッケージ Black Edition (5人乗り) (16),442〜579万円,493.0,2754cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=52414/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TX Lパッケージ Black Edition (5人乗り),トヨタ
2.8 TX Lパッケージ 70th ANNIVERSARY LIMITED (5人乗り) (6),558〜609万円,496.0,2754cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=55670/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TX Lパッケージ 70th ANNIVERSARY LIMITED (5人乗り),トヨタ
2.8 TX Lパッケージ Matt Black Edition (5人乗り) (5),549〜605万円,496.0,2754cc,5,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=60013/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TX Lパッケージ Matt Black Edition (5人乗り),トヨタ
2.8 TX Lパッケージ (7人乗り) (76),269〜627万円,499.0,2754cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=32342/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TX Lパッケージ (7人乗り),トヨタ
2.8 TX Lパッケージ Black Edition (7人乗り) (9),514〜608万円,508.0,2754cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=52415/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TX Lパッケージ Black Edition (7人乗り),トヨタ
2.8 TX Lパッケージ 70th ANNIVERSARY LIMITED (7人乗り) (13),449〜619万円,511.0,2754cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=55672/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TX Lパッケージ 70th ANNIVERSARY LIMITED (7人乗り),トヨタ
2.8 TX Lパッケージ Matt Black Edition (7人乗り) (59),516〜680万円,511.0,2754cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=60015/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TX Lパッケージ Matt Black Edition (7人乗り),トヨタ
2.8 TZ-G (33),295〜736万円,554.0,2754cc,7,4WD,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=32343/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,2.8 TZ-G,トヨタ
TX Argento Cross (5人乗り) (8),261〜309万円,334.0,2693cc,5,4WD,4AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=29931/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,TX Argento Cross (5人乗り),トヨタ
TX Argento Cross (7人乗り) (6),278〜349万円,350.0,2693cc,7,4WD,4AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=29932/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,TX Argento Cross (7人乗り),トヨタ
4.0 TX (1),254.5万円,370.0,3955cc,7,4WD,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=11471/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,4.0 TX,トヨタ
4.0 TZ (7),229〜349万円,437.0,3955cc,7,4WD,5AT,7km/L,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=11472/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,4.0 TZ,トヨタ
4.0 TZ-G (1),380.0万円,504.0,3955cc,7,4WD,5AT,7km/L,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40075/UCGrade=11473/,"ランドクルーザープラド 2009年モデル
                                        (1625)",ランドクルーザープラド,2009年モデル,4.0 TZ-G,トヨタ
2.7 RX (3),175〜296万円,290.0,2693cc,−,4WD,4AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40074/UCGrade=11444/,"ランドクルーザープラド 2002年モデル
                                        (88)",ランドクルーザープラド,2002年モデル,2.7 RX,トヨタ
2.7 TX (5人乗り) (11),177〜388万円,301.0,2693cc,−,4WD,4AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40074/UCGrade=11443/,"ランドクルーザープラド 2002年モデル
                                        (88)",ランドクルーザープラド,2002年モデル,2.7 TX (5人乗り),トヨタ
2.7 TX (8人乗り) (3),195〜288万円,307.0,2693cc,−,4WD,4AT,−,https://kakaku.com/kuruma/used/spec/Maker=1/Model=30190/Generation=40074/UCGrade=11442/,"ランドクルーザープラド 2002年モデル
                                        (88)",ランドクルーザープラド,2002年モデル,2.7 TX (8人乗り),トヨタ
